1514982548908,229.552,125.293,-32.0598,48
1514982548927,229.552,125.293,-32.0598,48
1514982548948,229.552,125.293,-32.0598,48
1514982548967,229.552,125.293,-32.0598,48
1514982549002,229.552,125.293,-32.0598,48
1514982549014,229.552,125.293,-32.0598,48
1514982549027,229.552,125.293,-32.0598,48
1514982549046,229.552,125.293,-32.0598,48
1514982549068,229.552,125.293,-32.0598,48
1514982549089,229.552,125.293,-32.0598,48
1514982549106,229.552,125.293,-32.0598,48
1514982549126,229.552,125.293,-32.0598,48
1514982549146,229.552,125.293,-32.0598,48
1514982549166,229.552,125.293,-32.0598,48
1514982549186,229.552,125.293,-32.0598,48
1514982549207,229.552,125.293,-32.0598,48
1514982549228,229.552,125.293,-32.0598,48
1514982549246,229.552,125.293,-32.0598,48
1514982549267,229.552,125.293,-32.0598,48
1514982549288,229.552,125.293,-32.0598,48
1514982549307,229.552,125.293,-32.0598,48
1514982549328,229.552,125.293,-32.0598,48
1514982549346,229.552,125.293,-32.0598,48
1514982549367,229.552,125.293,-32.0598,48
1514982549386,229.552,125.293,-32.0598,48
1514982549407,229.552,125.293,-32.0598,48
1514982549427,229.552,125.293,-32.0598,48
1514982549448,229.552,125.293,-32.0598,48
1514982549467,229.552,125.293,-32.0598,48
1514982549488,229.552,125.293,-32.0598,48
1514982549506,229.552,125.293,-32.0598,48
1514982549526,229.552,125.293,-32.0598,48
1514982549547,229.552,125.293,-32.0598,48
1514982549568,229.552,125.293,-32.0598,48
1514982549586,229.552,125.293,-32.0598,48
1514982549606,229.552,125.293,-32.0598,48
1514982549626,229.552,125.293,-32.0598,48
1514982549647,229.552,125.293,-32.0598,48
1514982549667,229.552,125.293,-32.0598,48
1514982549689,229.552,125.293,-32.0598,48
1514982549706,229.552,125.293,-32.0598,48
1514982549728,229.552,125.293,-32.0598,48
1514982549748,229.552,125.293,-32.0598,48
1514982549766,229.552,125.293,-32.0598,48
1514982549786,229.552,125.293,-32.0598,48
1514982549807,229.552,125.293,-32.0598,48
1514982549826,229.552,125.293,-32.0598,48
1514982549846,229.552,125.293,-32.0598,48
1514982549867,229.552,125.293,-32.0598,48
1514982549889,229.552,125.293,-32.0598,48
1514982549906,229.552,125.293,-32.0598,48
1514982549927,229.552,125.293,-32.0598,48
1514982549947,229.552,125.293,-32.0598,48
1514982549966,229.552,125.293,-32.0598,48
1514982549987,229.552,125.293,-32.0598,48
1514982550006,229.552,125.293,-32.0598,48
